macro_id,macro,meso,micro,code,total_citations,cn_cits,us_cits,eu27_cits,row_cits,cn_share,us_share,eu27_share,row_share
4,Engineering,IoT & Edge Computing,IoT Devices & Sensors,413,83349.99999999999,13083.722612844667,6499.464991595946,16180.068862486225,47586.743533073146,0.15697327669879627,0.07797798430229091,0.19412200194944484,0.570926737049468
4,Engineering,Anomaly & Fault Detection,Structural Health Monitoring,420,53475.0,23975.982202665757,4348.246054355,8737.417915417915,16413.353827561332,0.4483587134673353,0.08131362420486207,0.1633925743883668,0.30693508793943586
4,Engineering,Anomaly & Fault Detection,Anomaly Detection,421,51310.99999999999,18010.010252635246,6329.621569252007,8432.880310245311,18538.48786786743,0.35099706208484044,0.12335798501787157,0.16434839138284799,0.36129656151444
4,Engineering,Anomaly & Fault Detection,Fault Detection,422,123139.0,71370.4431810106,6522.166169941167,11891.00624529177,33355.384403756456,0.5795925188690066,0.05296588546229194,0.09656572040776497,0.2708758752609365
4,Engineering,Energy Technologies,NEV & Battery Health,430,74794.0,23136.742557031845,5441.53707470604,18176.323755668844,28039.39661259327,0.3093395534004311,0.07275365770925528,0.24301847415125336,0.37488831473906026
4,Engineering,Energy Technologies,Power Asset Monitoring,431,26655.0,10051.930354449472,1824.5480158730156,3339.8206003218147,11438.701029355698,0.37711237495589844,0.06845049768797658,0.1252980904266297,0.42913903692949534
4,Engineering,Energy Technologies,Smart Grid Analytics & Optimization,432,262485.00000000006,49565.85784613318,23784.10163491482,56448.41371280091,132686.62680615115,0.18883310606752068,0.09061127925372808,0.21505386484104194,0.5055017498377092
4,Engineering,Energy Technologies,Energy System Modeling,433,233931.00000000006,67729.5192830681,26009.01618752303,41315.828904808506,98876.63562460043,0.2895277636699201,0.11118242638864889,0.1766154503029034,0.4226743596385276
4,Engineering,Energy Technologies,Renewables & Grid Optimization,434,122507.99999999999,39204.14574790088,9391.611863399754,21318.378506483106,52593.86388221625,0.3200129440354988,0.07666121284650598,0.17401621532049424,0.429309627797501
4,Engineering,Autonomous Mobility,Autonomous Driving,440,153439.0,43982.51707146743,18735.748745372275,32293.09551634693,58427.638666813364,0.2866449668693581,0.12210551910122117,0.2104621088272664,0.38078740520215437
4,Engineering,Autonomous Mobility,Traffic Modeling,441,138809.00000000003,55967.42358292835,21642.624833264468,22207.310931633725,38991.64065217349,0.40319736892368896,0.1559165820174806,0.1599846618852792,0.2809013871735513
4,Engineering,Autonomous Mobility,Networked Routing,442,101446.99999999997,38418.05174855067,12250.602769676942,16763.141828302178,34015.20365347018,0.37870071809467687,0.12075865003082344,0.16524038984200798,0.3353002420324917
4,Engineering,Robotics & Mechatronics,Autonomous Navigation & Path Planning,450,101345.99999999999,44837.249361749346,11248.28882367632,15446.138161297797,29814.32365327653,0.44241755334941046,0.11098897661157146,0.152409943769836,0.29418352626918215
4,Engineering,Robotics & Mechatronics,Embodied Robotics,451,91008.00000000003,16461.824689184716,24169.94313561922,23722.417208352228,26653.814966843864,0.1808832705826379,0.2655804229915965,0.26066298796097287,0.2928733184647927
4,Engineering,Robotics & Mechatronics,Task Scheduling & Decision Making,452,108026.0,23492.361432638572,32201.41077377122,20625.60414449774,31706.623649092464,0.2174695113457739,0.2980894485935906,0.19093185107749747,0.293509188983138
4,Engineering,Robotics & Mechatronics,Control Systems & Fuzzy Logic,453,178455.00000000015,93325.937059722,10848.78998864272,20390.869751463135,53889.403200172295,0.5229662215108678,0.06079286088169405,0.11426337032564578,0.3019775472817923
